expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments
6/13/22,Grind and Wine Restaurant,3627 Offutt Rd  Randallstown  Maryland 21133,Business/Group/Organization,80.6,Phillips  N. Scott Citizens for,Other Expenses,Volunteer Meals,,Debit Card,,Electoral,
6/14/22,Northwest Voice,P.O. Box 47266  Windsor Mill  Maryland 21244,Business/Group/Organization,1500,Phillips  N. Scott Citizens for,Other Expenses,Newspaper,,Check,,Electoral,
6/16/22,Athalie Rivera,526 Nottingham Rd  Baltimore  Baltimore City  Maryland 21229,Individual,250,Phillips  N. Scott Citizens for,Other Expenses,Graphic Design,,Check,,Electoral,
7/1/22,Athalie Rivera,526 Nottingham Rd  Baltimore  Baltimore City  Maryland 21229,Individual,250,Phillips  N. Scott Citizens for,Other Expenses,Graphic Design,,Check,,Electoral,
6/8/22,Valarie Phillips,2905 Tallowtree Rd  Woodstock  Baltimore Co.   Maryland 21163,Individual,30.71,Phillips  N. Scott Citizens for,Other Expenses,Volunteer Meals,,Check,,Electoral,
6/29/22,Hinton  Shafiyq Friends of,933 Tipton Road  Middle River  Maryland 21220,Candidate Committee,100,Phillips  N. Scott Citizens for,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Debit Card,,Electoral,
6/8/22,Curate Annapolis,141 West St  Suite 102  Annapolis  Maryland 21401,Business/Group/Organization,212,Livingston  Shawn People for,Fund Raiser,Fundraiser - Food & Beverage,,Credit Card/Visa,,Electoral,
6/14/22,Team 21 Slate,P.O. Box 700  College Park  Maryland 20740,Slate Committee,300,Livingston  Shawn People for,Printing and Campaign Materials,Printing - Copies,,Check,,Electoral,AA Co Sample Ballot Mailings
6/27/22,,,Reimburse,300,Livingston  Shawn People for,Media,Media - Website Development,,Check,WordPress.com,Electoral,
6/30/22,Free State Printing,90 Russell St #300  Annapolis  Maryland 21401,Business/Group/Organization,1745.82,Livingston  Shawn People for,Printing and Campaign Materials,Billboards / Outdoor Advertising,,Credit Card/Visa,,Electoral,Signs
7/3/22,,,Reimburse,184.08,Livingston  Shawn People for,Media,Media - Website Development,,Check,GoDaddy,Electoral,
6/30/22,Scale to Win,13742 Harper St  Santa Ana  California 92703,Business/Group/Organization,581.72,Livingston  Shawn People for,Other Expenses,Other,,EFT,,Electoral,SMS Messaging
7/1/22,Act Blue,P O Box 441146  Somerville  Massachusetts 02144-2031,Business/Group/Organization,0.15,Morrow  James Ward Citizens for,Other Expenses,Credit Card Service Processing Charges,,Wire Transfer,,Electoral,
6/8/22,Royal Farms,7900 Royalty Way  Salisbury  Maryland 21801,Business/Group/Organization,50,Britt  (James) for State's Attorney,Salaries and Other compensation,Staff - Gas,,Debit Card,,Electoral,Gas for sign deliver/install
6/10/22,Fifty East,28064 Beddington Way  Salisbury  Maryland 21801,Business/Group/Organization,2308.72,Britt  (James) for State's Attorney,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Check,,Electoral,Stickers  cups  door hangers  banner  tablecloth
6/10/22,Fifty East,28064 Beddington Way  Salisbury  Maryland 21801,Business/Group/Organization,1582.5,Britt  (James) for State's Attorney,Printing and Campaign Materials,Printing - Yard Signs,,Check,,Electoral,Signs and stakes
6/10/22,Fifty East,28064 Beddington Way  Salisbury  Maryland 21801,Business/Group/Organization,862,Britt  (James) for State's Attorney,Printing and Campaign Materials,Printing - Yard Signs,,Check,,Electoral,Signs large
6/13/22,Meta Platforms Inc,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,50,Britt  (James) for State's Attorney,Media,Online Advertising,,Debit Card,,Electoral,Facebook boost for post
7/1/22,Fifty East,28064 Beddington Way  Salisbury  Maryland 21801,Business/Group/Organization,3498,Britt  (James) for State's Attorney,Direct Mailing by Mail House (R),Mailing Service,,Check,,Electoral,
6/30/22,,,Reimburse,39.38,Zucker  Craig Friends Of,Other Expenses,Other,,Check,Staples,Electoral,Office Supplies - Name tags and sharpies.
6/17/22,Alexis Burrell-Rohde,153 Stanmore Road  Baltimore  Maryland 21212-1132,Business/Group/Organization,900,Burrell-Rohde  Alexis Friends of,Outstanding Obligation Paid,,,Check,Manual Feed Press,Electoral,
6/15/22,Mogul Printing,1918 W. Pratt Street  Baltimore  Maryland 21223,Business/Group/Organization,2165.05,Burrell-Rohde  Alexis Friends of,Media,Billboards / Outdoor Advertising,,,,Electoral,
6/9/22,Moore  Wes For Maryland,7872 Ratcliffe Manor Road  Easton  Maryland 21601,Candidate Committee,1000,Adams  Tim(Timothy) Friends of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Debit Card,,Electoral,
6/9/22,Doyle Printing,5206 46th Ave  Hyattsville  Maryland 20781,Business/Group/Organization,6473.61,Adams  Tim(Timothy) Friends of,Printing and Campaign Materials,Printing - Brochures,,Debit Card,,Electoral,
6/10/22,1Password,4711 Younge St  10th Floor  Toronto  CANADA,Business/Group/Organization,253.05,Adams  Tim(Timothy) Friends of,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,
6/10/22,Thurman Jones,407 71st Avenue  Seat Pleasant  Prince George’s   Maryland 20743,Individual,2582.04,Adams  Tim(Timothy) Friends of,Printing and Campaign Materials,Billboards / Outdoor Advertising,,Check,,Electoral,
6/10/22,Jamie Williams,2916 Woodland Ave  Baltimore  Baltimore City  Maryland 21215,Individual,700,Adams  Tim(Timothy) Friends of,Printing and Campaign Materials,Billboards / Outdoor Advertising,,Check,,Electoral,Campaign Sign Erection
6/11/22,Blacks and Wax,11553 Manorstone Ln  Columbia  Maryland 21044,Business/Group/Organization,100,Adams  Tim(Timothy) Friends of,Other Expenses,Other,,Check,,Electoral,Donation To Support Elected Officials
6/11/22,Stefan Walker,6 Winners Circle  Apt 1A  Owings Mills  Baltimore Co.   Maryland 21117,Individual,1847,Adams  Tim(Timothy) Friends of,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Payroll 1-15 June 2022
6/11/22,Internal Revenue Service,1111 Constitution Ave  Washington  District Of Columbia 20224,Business/Group/Organization,248,Adams  Tim(Timothy) Friends of,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll 1-15 June 2022
6/11/22,Internal Revenue Service,1111 Constitution Ave  Washington  District Of Columbia 20224,Business/Group/Organization,58,Adams  Tim(Timothy) Friends of,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll 1-15 June 2022
6/11/22,Kayla Adams,14302 Dunwood Valley Drive  Bowie  Maryland 20721,Individual,850,Adams  Tim(Timothy) Friends of,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Payroll 1-15 June 2022
6/11/22,Esther Baldwin,1101 N Calvert St  1208  Baltimore  Baltimore City  Maryland 21202,Individual,4000,Adams  Tim(Timothy) Friends of,Salaries and Other compensation,Wages - Campaign Manager,,EFT,,Electoral,Payroll 1-15 June 2022
6/11/22,Blue Husky Group LLC,5351 Medlock Corners Dr.  Norcross  Georgia 30092,Business/Group/Organization,1000,Adams  Tim(Timothy) Friends of,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Payroll 1-15 June 2022
6/11/22,Kaya Donaldson,5517 C St SE  Washington  District Of Columbia 20019,Individual,850,Adams  Tim(Timothy) Friends of,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Payroll 1-15 June 2022
6/11/22,John Dureke,6304 Sommerset Road  Riverdale  Prince George’s   Maryland 20737,Individual,1500,Adams  Tim(Timothy) Friends of,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Payroll 1-15 June 2022
6/11/22,Mark J McLaurin,6108 MacBeth Drive  Baltimore  Baltimore City  Maryland 21239,Individual,1500,Adams  Tim(Timothy) Friends of,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Payroll 1-15 June 2022
6/17/22,Casa in Action,8151 15th Ave.  Langley Park  Maryland 20873,Non-Profit Organization,90.25,Casa in Action PAC,Salaries and Other compensation,Wages - Campaign Staff,SHANNON SNEED - SUPPORT,,,Electoral,
6/17/22,Casa in Action,8151 15th Ave.  Langley Park  Maryland 20873,Non-Profit Organization,60.17,Casa in Action PAC,Salaries and Other compensation,Wages - Campaign Staff,BROOKE LIERMAN - SUPPORT,,,Electoral,
6/17/22,Casa in Action,8151 15th Ave.  Langley Park  Maryland 20873,Non-Profit Organization,90.25,Casa in Action PAC,Salaries and Other compensation,Wages - Campaign Staff,ANTHONY BROWN - SUPPORT,,,Electoral,
6/17/22,Casa in Action,8151 15th Ave.  Langley Park  Maryland 20873,Non-Profit Organization,6.02,Casa in Action PAC,Salaries and Other compensation,Wages - Campaign Staff,JOHN OLSZEWSKI - SUPPORT,,,Electoral,
6/17/22,Casa in Action,8151 15th Ave.  Langley Park  Maryland 20873,Non-Profit Organization,120.33,Casa in Action PAC,Salaries and Other compensation,Wages - Campaign Staff,ROBERT LEONARD - SUPPORT,,,Electoral,
6/17/22,Casa in Action,8151 15th Ave.  Langley Park  Maryland 20873,Non-Profit Organization,30.08,Casa in Action PAC,Salaries and Other compensation,Wages - Campaign Staff,RUBEN AMAYA - SUPPORT,,,Electoral,
6/17/22,Casa in Action,8151 15th Ave.  Langley Park  Maryland 20873,Non-Profit Organization,30.08,Casa in Action PAC,Salaries and Other compensation,Wages - Campaign Staff,JENNIFER WHITE - SUPPORT,,,Electoral,
6/27/22,Print For Progress,1635 Market Street  Suite 1600  Philadelphia  Pennsylvania 19103,Business/Group/Organization,406.87,Casa in Action PAC,Postage,Postage,THOMAS PEREZ - SUPPORT,Credit Card/Visa,,Electoral,
6/27/22,Print For Progress,1635 Market Street  Suite 1600  Philadelphia  Pennsylvania 19103,Business/Group/Organization,236.55,Casa in Action PAC,Postage,Postage,SHANNON SNEED - SUPPORT,Credit Card/Visa,,Electoral,
6/27/22,Print For Progress,1635 Market Street  Suite 1600  Philadelphia  Pennsylvania 19103,Business/Group/Organization,94.62,Casa in Action PAC,Postage,Postage,BROOKE LIERMAN - SUPPORT,Credit Card/Visa,,Electoral,
6/27/22,Print For Progress,1635 Market Street  Suite 1600  Philadelphia  Pennsylvania 19103,Business/Group/Organization,160.85,Casa in Action PAC,Postage,Postage,ANTHONY BROWN - SUPPORT,Credit Card/Visa,,Electoral,
6/27/22,Print For Progress,1635 Market Street  Suite 1600  Philadelphia  Pennsylvania 19103,Business/Group/Organization,94.62,Casa in Action PAC,Postage,Postage,MARC ELRICH - SUPPORT,Credit Card/Visa,,Electoral,
6/27/22,Print For Progress,1635 Market Street  Suite 1600  Philadelphia  Pennsylvania 19103,Business/Group/Organization,56.77,Casa in Action PAC,Postage,Postage,PERRY PAYLOR - SUPPORT,Credit Card/Visa,,Electoral,
6/27/22,Print For Progress,1635 Market Street  Suite 1600  Philadelphia  Pennsylvania 19103,Business/Group/Organization,31.54,Casa in Action PAC,Postage,Postage,WILLIAM ROBERTS - SUPPORT,Credit Card/Visa,,Electoral,
6/27/22,Print For Progress,1635 Market Street  Suite 1600  Philadelphia  Pennsylvania 19103,Business/Group/Organization,25.23,Casa in Action PAC,Postage,Postage,FATMATA BARRIE - SUPPORT,Credit Card/Visa,,Electoral,
6/27/22,Print For Progress,1635 Market Street  Suite 1600  Philadelphia  Pennsylvania 19103,Business/Group/Organization,44.16,Casa in Action PAC,Postage,Postage,NATALI FANI GONZALEZ - SUPPORT,Credit Card/Visa,,Electoral,
6/27/22,Print For Progress,1635 Market Street  Suite 1600  Philadelphia  Pennsylvania 19103,Business/Group/Organization,3.15,Casa in Action PAC,Postage,Postage,WILLIAM JAWANDO - SUPPORT,Credit Card/Visa,,Electoral,
6/9/22,Staples Connect,2631 Housley Road  Annapolis  Maryland 21401,Business/Group/Organization,19.76,Buiniskis  Courtney L. Citizens for,Printing and Campaign Materials,Printing - Copies,,Debit Card,,Electoral,
6/9/22,ActBlue,P.0. Box 441146  Somerville  Massachusetts 02144-0031,Business/Group/Organization,45.85,Buiniskis  Courtney L. Citizens for,Other Expenses,Credit Card Service Processing Charges,,EFT,,Electoral,Service Charge.
6/13/22,Outback Steakhouse Annapolis,2207 forest drive  Annapolis  Maryland 21401,Business/Group/Organization,94.83,Buiniskis  Courtney L. Citizens for,Field Expenses,Volunteer Meals,,Debit Card,,Electoral,
6/13/22,USPS Shady Side,6160 Shady Side Road  Shady Side  Maryland 20764,Business/Group/Organization,174,Buiniskis  Courtney L. Citizens for,Postage,Postage,,Debit Card,,Electoral,
6/14/22,Rentals to Remember,1981 Moreland Parkway  Suite 104  Annapolis  Maryland 21401,Business/Group/Organization,110.03,Buiniskis  Courtney L. Citizens for,Fund Raiser,Fundraiser -General Expenses,,Debit Card,,Electoral,
6/14/22,USPS Shady Side,6160 Shady Side Road  Shady Side  Maryland 20764,Business/Group/Organization,174,Buiniskis  Courtney L. Citizens for,Postage,Postage,,Debit Card,,Electoral,
6/14/22,Mark Weiss Associates,P.O. Box 3447  Bethesda  Maryland 20827,Business/Group/Organization,747.47,Buiniskis  Courtney L. Citizens for,Media,Billboards / Outdoor Advertising,,Electronic Check,,Electoral,
6/14/22,Kerley Signs  Inc.,7650 Preston Drive  Landover  Maryland 20785,Business/Group/Organization,132.5,Buiniskis  Courtney L. Citizens for,Media,Billboards / Outdoor Advertising,,Electronic Check,,Electoral,
6/17/22,Oriental Trading Company,4206 South 108th St.  Omaha  Nebraska 68137,Business/Group/Organization,218.96,Buiniskis  Courtney L. Citizens for,Field Expenses,Other,,Debit Card,,Electoral,USA Flag Tootsie Midgees and Tri-Color Patriotic Beaded Necklaces for July 4th Parade.
6/14/22,Amazon.com,440 Terry Avenue North  Seattle  Washington 98109,Business/Group/Organization,31.68,Buiniskis  Courtney L. Citizens for,Printing and Campaign Materials,Printing - Copies,,Debit Card,,Electoral,Ink for printer.
6/16/22,MakeStickers.com,18621 81st Street  Tinley Park  Illinois 60487,Business/Group/Organization,160.71,Buiniskis  Courtney L. Citizens for,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,
6/15/22,Staples Connect,2631 Housley Road  Annapolis  Maryland 21401,Business/Group/Organization,106.35,Buiniskis  Courtney L. Citizens for,Printing and Campaign Materials,Printing - Copies,,Debit Card,,Electoral,
6/16/22,VistaPrint,275 Wyman Street  Waltham  Massachusetts 02451,Business/Group/Organization,267.23,Buiniskis  Courtney L. Citizens for,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Campaign envelopes.
6/17/22,USPS Shady Side,6160 Shady Side Road  Shady Side  Maryland 20764,Business/Group/Organization,290,Buiniskis  Courtney L. Citizens for,Postage,Postage,,Debit Card,,Electoral,
6/13/22,Dollar Tree,3151 Solomons Island Road  Edgewater  Maryland 21037-2000,Business/Group/Organization,27.83,Buiniskis  Courtney L. Citizens for,Other Expenses,Other,,Debit Card,,Electoral,Envelopes.
6/17/22,Coconut Joe's Bar & Grill,48 S. River Road  #103  Edgewater  Maryland 21037,Business/Group/Organization,22.79,Buiniskis  Courtney L. Citizens for,Other Expenses,Meeting Expenses,,Debit Card,,Electoral,Campaign meeting with Delegate Shaneka Henson.
6/17/22,Anne Arundel County Liquor Board,2011 D Commerce Park Drive  Annapolis  Maryland 21401,Business/Group/Organization,25,Buiniskis  Courtney L. Citizens for,Fund Raiser,Fundraiser - Food & Beverage,,Debit Card,,Electoral,
6/8/22,Severnhanna Strategies  LLC,7112 Yamhill Way  Glen Burnie  Maryland 21060,Business/Group/Organization,300,Anne Arundel County Republican Central Committee,Media,Online Advertising,,EFT,,Electoral,
6/14/22,Mailchimp,675 Ponce De Leon Ave NE  Atlanta  Georgia 30308,Business/Group/Organization,270.3,Anne Arundel County Republican Central Committee,Purchase of Equipment,IT - Campaign Software,,EFT,,Electoral,
6/21/22,Erleigh Heights VFD,161 Ritchie Hwy  Severna Park  Maryland 21146,Business/Group/Organization,400,Anne Arundel County Republican Central Committee,Field Expenses,Meeting Expenses,,Debit Card,,Electoral,
6/30/22,Anedot,5555 Hilton  Baton Rouge  Louisiana 70808,Business/Group/Organization,685,Anne Arundel County Republican Central Committee,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,
7/3/22,Cube Smart,1990 Moreland Pkwy  Annapolis  Maryland 21401,Business/Group/Organization,164,Anne Arundel County Republican Central Committee,Rent and Other Office expenses,Office Rent,,EFT,,Electoral,
7/2/22,Frederick County Republican Central Committee,2 Rick Michael Way  Knoxville  Maryland 21758,Party Central,250,McIntosh  Angela Citizens for,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,,Debit Card,,Electoral,
6/24/22,CHRISTOPHER R  WEST,7808 Overbrook Road  Towson  Maryland 21204,Self (Candidate),700,West  Chris Friends of,In-Kind,Fundraiser - Hall /Venue Rental,,Check,Basignani Winery,Electoral,
6/26/22,PayPal,12312 Port Grace Blvd.  La Vista  Nebraska 68128,Business/Group/Organization,84.39,West  Chris Friends of,Other Expenses,Bank Charges,,EFT,,Electoral,
6/29/22,PayPal,12312 Port Grace Blvd.  La Vista  Nebraska 68128,Business/Group/Organization,1.21,West  Chris Friends of,Other Expenses,Bank Charges,,EFT,,Electoral,
6/16/22,Majority Strategies  LLC,12854 Kenan Drive  Suite 145  Jacksonville  Florida 32258,Business/Group/Organization,2880,West  Chris Friends of,Media,Online Advertising,,Check,,Electoral,
